Drug Name,Sheet Name,Match Type/Score,Matched Product
LIPITOR TABS 40MG,Pzifer,100,Lipitor Tabs 40mg 30's
LIPITOR TABS 20MG,Pzifer,100,Lipitor Tabs 20mg 30'S
LIPITOR TABS 10MG,Pzifer,100,Lipitor Tabs 10mg 30's
LETAMOL SYR 125ML,Warehouse 4,100,Letamol Syr 125ml Plain
LEENA CAPS 30'S,Warehouse 4,100,Leena Caps
LADINAS TABS 20'S,Pzifer,100,Ladinas Tabs
KOFFEX CHILDREN SYRUP 125ML,Warehouse 2 Syrup&Tab,100,Koffex Children Syrup
KINGDOM GINSENG POWER CAPS 30'S,Pzifer,100,Kingdom Ginseng Power Caps
KINGDOM GARLIC CAPS 30'S,Pzifer,100,Kingdom Garlic Caps
"KETAMINE INJ 50MG/ML, 10ML",Nacortic Warehouse,100,Ketamine Inj
JEDITON SYRUP,Warehouse 4,100,Jediton Syr
JARDIANCE 25MG TABS,Pzifer,100,Jardiance 25mg
ISOSORBIDE DINITRATE TABS 10MG,UK warehouse ,100,Isosorbide Dinitrate Tabs 10mg 56's
INTAVITA CAPS 30'S,GSK Warehouse,100,Intavita
IMODIUM CAPS,UK warehouse ,100,Imodium Caps 6's
IMMUNACE CAPS 30'S (WHITE),UK warehouse ,100,Immunace Caps
IBUCAP CAPS 10'S,Warehouse 2 Syrup&Tab,100,Ibucap Caps 10's (Box)
IBEX CAPS 24'S,Pzifer,100,Ibex Caps
HYTRIN TABS 2MG,UK warehouse ,100,Hytrin Tabs 2mg 28's
HYDROGEN PEROXIDE LOCAL 200ML,Warehouse 4,100,Hydrogen Peroxide Local
HYDROCORTISONE CREAM 15G,UK warehouse ,100,Hydrocortisone Cream 15gm
HYDROCORTISONE CREAM 1% 30G (CENT),GSK Warehouse,100,Hydrocortisone cream 1% 30g
HYDRALAZINE TABS 50MG,UK warehouse ,100,Hydralazine Tabs 50mg 100's
HYDRALAZINE TABS 25MG,UK warehouse ,100,Hydralazine Tabs 25MG 100'S
HYDRALAZINE INJECTION 1'S (RADIANT),GSK Warehouse,100,Hydralazine Injection
GYNO-DAKTARIN CREAM 40G,Pzifer,100,Daktarin Cream
GOGYNAX TAB 6'S,Pzifer,100,Gogynax Tab
GOGYNAX CREAM 30G,Pzifer,100,Gogynax Cream
GLOMPRAX INJ (OMEPRAZOLE INJ),Warehouse 3,100,Omeprazole inj
GLO POWER CAPS 30'S,Pzifer,100,Glo Power Caps
GILOBA 40MG CAPS 30'S,Pzifer,100,Giloba 40mg
GEBEDOL EXTRA TABS 10'S,Warehouse 2 Syrup&Tab,100,Gebedol Extra Tabs
GASTRONE TABS,Warehouse 2 Syrup&Tab,100,Gastrone Tabs 100's
FRUSEMIDE INJ 20MG/2ML 1'S,Warehouse 3,100,Frusemide Inj 20mg/2ml
FOLIGROW SYRUP 200ML,Warehouse 4,100,Foligrow Syrup
FLUXACIN SUSPENSION 125MG/5ML 100ML,Warehouse 4,100,Fluxacin Susp
FLUOXETINE CAPS 20MG,UK warehouse ,100,Fluoxetine Caps 20mg 30's
FISHERMAN'S FRIEND - LEMON / CITRON,Pzifer,100,Fisherman's friend - lemon
FEROGLOBIN CAPS 30'S,Pzifer,100,Feroglobin Caps
FELDENE CAPS 20MG,Pzifer,100,Feldene Caps 20mg 10's
EVANOVA CAPS,Warehouse 2 Syrup&Tab,100,Evanova Caps 20s
EPILIM TABS 200MG,Pzifer,100,Epilim Tabs 200mg 100's
EPHEDRINE INJECTION 50MG 1'S,Nacortic Warehouse,100,Ephedrine Injection 50mg
ENTEROGERMINA SOLUTION 10'S,Pzifer,100,Enterogermina Solution
ENDOTONE CAPS,Warehouse 2 Syrup&Tab,100,Endotone Caps 20's
ENACEF TAB 500MG,Warehouse 2 Syrup&Tab,100,Enacef Tab 500mg 10's
ENACEF TAB 250MG,Warehouse 2 Syrup&Tab,100,Enacef Tab 250mg 10's
EBONY CONDOMS 3'S,Pzifer,100,Ebony condom
DYNAMOGEN ORAL SOLUTION,Pzifer,100,Dynamogen Oral 
DUROMINE CAPS 30MG,Pzifer,100,Duromine Caps
DUROL TONIC 300ML (ADULT),Warehouse 4,100,Durol Tonic 300ml
DULCOLAX SUPP 10MG,UK warehouse ,100,Dulcolax Supp 10mg 10's
DRAGON SPRAY 12ML,Pzifer,100,Dragon Spray
DOMI-30 SUPP,Warehouse 2 Syrup&Tab,100,Domi-30 Supp 5's
DOMI-10 SUPP,Warehouse 2 Syrup&Tab,100,Domi-10 Supp 5's
DISPENSING BAGS  S/S 100'S,GSK Warehouse,100,Dispensing bag
DIOVAN TABS 80MG,Pzifer,100,Diovan Tabs 80mg 28's
DIOVAN TABS 160MG,Pzifer,100,Diovan Tabs 160mg 28's
DILATREND TABS 25MG 30'S,Pzifer,100,Dilatrend Tabs 25mg
DICLOFENAC TABS 100MG (DICLOLEX),Warehouse 2 Syrup&Tab,100,Diclofenac Tabs 100mg (Diclolex) 10*10's
DICLO-DENK SUPP 100MG,Pzifer,100,Diclo-Denk Supp 100mg 10's
DEXATROL EYE OINTMENT,Pzifer,100,Dexatrol Eye Oint
DEXAMETHASONE INJ 1'S,Warehouse 3,100,Dexamethasone Inj
DETTOL LIQUID 750ML - ORIGINAL,Warehouse 2 Syrup&Tab,100,Dettol Liquid 750ml
DETTOL LIQUID 500ML - ORIGINAL,Warehouse 4,100,Dettol Liquid 500ml
DETTOL LIQUID 250ML - ORIGINAL,Warehouse 4,100,Dettol Liquid 250ml
DETTOL LIQUID 1LT - ORIGINAL,Warehouse 2 Syrup&Tab,100,Dettol Liquid 1Lt
DETTOL LIQUID 125ML - ORIGINAL,Warehouse 4,100,Dettol Liquid 125ml
DERMOFIX CREAM 20G,Pzifer,100,Dermofix Cream
DANRUB OINT. 40G,Pzifer,100,Danrub Oint.
CYSTONE TABS,Pzifer,100,Cystone Tabs 100's
CYFEN SYRUP 200ML,Warehouse 2 Syrup&Tab,100,Cyfen Syrup
CONGESTYL SYRUP 60ML,Warehouse 2 Syrup&Tab,100,Congestyl Syrup
CLOXACILLIN INJ. 500MG 1'S,Warehouse 3,100,Cloxacillin Inj. 500mg
CLOTRI-DENK 100MG VAG. PESS 6'S,Pzifer,100,Clotri-Denk 100mg Vag. Pess
CLOMID 50MG,UK warehouse ,100,Clomid 50mg  10's
CLINDAMYCIN CAPS 300MG (CENT) 100'S,Tena Warehouse ,100,Clindamycin caps 300mg
CLINDAMYCIN CAPS 150MG (CENT),Tena Warehouse ,100,Clindamycin caps 150mg
CIPROBAY TABS 500MG 10'S,Pzifer,100,Ciprobay Tabs 500mg
CHOCHO CREAM TUBE,Pzifer,100,Chocho Cream Tube S/s
CHOCHO CREAM JAR 110G,Pzifer,100,Chocho Cream Jar
CARVEDILOL TABS 6.25MG,UK warehouse ,100,Carvedilol Tabs 6.25mg 28's
CARVEDILOL TABS 12.5MG,UK warehouse ,100,Carvedilol Tabs 12.5mg 28's
CANDID V1 PESSARIES 1'S,Pzifer,100,Candid V1 Pessaries
CANDEREL POWDER 75G (RED),UK warehouse ,100,Canderel Powder 75G
CANDEREL POWDER 40G - STRAWBERRY,UK warehouse ,100,Canderel Powder 40g
CAMEL ANTISEPTIC 500ML ORIG,Warehouse 4,100,Camel Antiseptic 500ml
CAMEL ANTISEPTIC 500ML LIMEFRESH,Warehouse 4,100,Camel Antiseptic 500ml
CAMEL ANTISEPTIC 250ML ORIG,Warehouse 4,100,Camel Antiseptic 250ml
CAMEL ANTISEPTIC 250ML LIMEFRESH,Warehouse 4,100,Camel Antiseptic 250ml
CAMEL ANTISEPTIC 125ML ORIG,Warehouse 4,100,Camel Antiseptic 125ml
C-PRESS EYE DROP 5ML,Pzifer,100,C-Press Eye Drop
BLUE POLAR ICE GEL 227G 2.5%,Warehouse 3,100,Blue Polar Ice gel 227G
BIOZEK MALARIA TEST KIT,Warehouse 3,100,Malaria test kit
BIOFLOR CAPS 250MG 10'S,Warehouse 3,100,Bioflor caps 250mg
BENZYL BENZOATE APPLICATION 100ML,UK warehouse ,100,Benzyl benzoate
BELL'S TEETHING MIXTURE 100ML,Warehouse 2 Syrup&Tab,100,Bell's Teething Mixture
BELL'S OLIVE OIL 70ML,Warehouse 4,100,Bell's Olive Oil
BELL'S BABY COUGH SYRUP 100ML (1 MONTH +),Warehouse 2 Syrup&Tab,100,Bell's Baby Cough Syrup 100ml
BACTROBAN OINT 2% 15G,UK warehouse ,100,Bactroban Oint
BABY TEETHING MIXTURE (ECL),Warehouse 4,100,Teething Mixture (ECL)
AZOMAX SUSP 200MG/5ML,Pzifer,100,Azomax Susp 200mg
ATWOODS BITTERS 177ML,Warehouse 4,100,Atwoods Bitters
ATACAND TABS 8MG,Pzifer,100,Atacand Tabs 8mg  28'S
ATACAND TABS 16MG,Pzifer,100,Atacand Tabs 16mg 28's
ASMADRIN TABS 4'S,Warehouse 2 Syrup&Tab,100,Asmadrin Tabs
AQUEOUS CREAM 500G,UK warehouse ,100,Aqueous Cream
AQUATAB 67MG 10 X 10,Pzifer,100,Aquatab 67mg
ANUSOL OINTMENT 25G,UK warehouse ,100,Anusol Oint
ANCIGEL SUSP 200ML,Warehouse 4,100,Ancigel
ANCIGEL O SUSP 200ML,Warehouse 4,100,Ancigel
AMOKSIKLAV SUSP 228.5MG/5ML 70ML,Pzifer,100,Amoksiklav Susp 228.5mg/5ml
AMITRIPTYLINE TABS 50MG,UK warehouse ,100,Amitriptyline Tabs 50mg 28's
AMITRIPTYLINE TABS 25MG,UK warehouse ,100,Amitriptyline Tabs 25mg 28's
AMCOF JUNIOR SYR 125ML,Warehouse 2 Syrup&Tab,100,Amcof Junior Syr
AMCOF ADULT SYR 125ML,Warehouse 2 Syrup&Tab,100,Amcof Adult Syr
ALLOPURINOL TABS 300MG,UK warehouse ,100,Allopurinol Tabs 300mg 28's
ALLOPURINOL TABS 100MG,UK warehouse ,100,Allopurinol Tabs 100mg (28'S)
ALDOMET TAB 500MG,UK warehouse ,100,Aldomet Tab 500mg 30's
ALAFIA BITTERS 330ML,Warehouse 4,100,Alafia Bitters
AERIUS TABS 5MG,Pzifer,100,Aerius Tabs
ADDYZOA CAPS,Warehouse 2 Syrup&Tab,100,Addyzoa Caps 20's
ADAM'S SECRET CAPS 1'S,Pzifer,100,Adam's Secret Caps
ACYCLOVIR CREAM 2GM UK (LIPSORE),UK warehouse ,100,Acyclovir Cream 2g
ACTIVATED CHARCOAL TAB 300MG,UK warehouse ,100,Activated Charcoal Tab 300mg 100's
ACIDOM CAPS (OMEPRAZOLE),Warehouse 2 Syrup&Tab,100,Acidom Caps (Omeprazole) 20's
ABONIKI BALM,Warehouse 2 Syrup&Tab,100,Aboniki
ABC TEETHING MIXTURE 100ML,Warehouse 4,100,ABC Teething Mixture
ZUDREX SUSPENSION,Warehouse 4,Exact Match,ZUDREX SUSPENSION
ZUBES EXPECTORANT SYR.,Warehouse 4,Exact Match,ZUBES EXPECTORANT SYR.
ZUBES CHILD SYR.,Warehouse 4,Exact Match,ZUBES CHILD SYR.
ZINNAT TABS 500MG,Warehouse 3,Exact Match,ZINNAT TABS 500MG
ZINNAT TABS 250MG,Warehouse 3,Exact Match,ZINNAT TABS 250MG
ZINCOVIT DROPS,Pzifer,Exact Match,ZINCOVIT DROPS
ZILIV CAPS 30'S,UK warehouse ,Exact Match,ZILIV CAPS 30'S
ZEMAN CAPS,Pzifer,Exact Match,ZEMAN CAPS
XOLFOVEL TABS 500MG (LEVOFLOXACIN),Pzifer,Exact Match,XOLFOVEL TABS 500MG (LEVOFLOXACIN)
WRIGHT'S SOAP 125G,UK warehouse ,Exact Match,WRIGHT'S SOAP 125G
WORMPLEX 400 TABS,Warehouse 2 Syrup&Tab,Exact Match,WORMPLEX 400 TABS
WORMPLEX 400 SUSP,Warehouse 4,Exact Match,WORMPLEX 400 SUSP
WOODWARDS GRIPE WATER 150ML,UK warehouse ,Exact Match,WOODWARDS GRIPE WATER 150ML
WET & WILD CONDOM 3'S,Pzifer,Exact Match,WET & WILD CONDOM 3'S
WELLMAN DRINK 250ML,Warehouse 4,Exact Match,WELLMAN DRINK 250ML
WARFARIN TABS 3MG 28'S,UK warehouse ,Exact Match,WARFARIN TABS 3MG 28'S
VIVADONA CAPS 20'S,Warehouse 2 Syrup&Tab,Exact Match,VIVADONA CAPS 20'S
VITAFORCE SYRUP 250ML,Warehouse 4,Exact Match,VITAFORCE SYRUP 250ML
VITAFOL CAPLETS 30'S,Pzifer,Exact Match,VITAFOL CAPLETS 30'S
VIGORIX FORTE SYR 200ML,Warehouse 4,Exact Match,VIGORIX FORTE SYR 200ML
VICKS BABY RUB 50G,UK warehouse ,Exact Match,VICKS BABY RUB 50G
VERMOX TABS 500MG,Pzifer,Exact Match,VERMOX TABS 500MG
VERMOX SUSP 30ML,Warehouse 4,Exact Match,VERMOX SUSP 30ML
VENTOLIN INHALER,Warehouse 1,Exact Match,VENTOLIN INHALER
VAGINAX VAG TAB 6'S,Pzifer,Exact Match,VAGINAX VAG TAB 6'S
ULCERPLEX HERBAL MIXT. 350ML,Warehouse 4,Exact Match,ULCERPLEX HERBAL MIXT. 350ML
TRES ORIX FORTE SYR 250ML,Warehouse 2 Syrup&Tab,Exact Match,TRES ORIX FORTE SYR 250ML
TOBREX EYE DROPS,Pzifer,Exact Match,TOBREX EYE DROPS
TOBRADEX EYE DROPS,Pzifer,Exact Match,TOBRADEX EYE DROPS
TINY - VITE BABY DROPS,Pzifer,Exact Match,TINY - VITE BABY DROPS
TIGER CAPS,Pzifer,Exact Match,TIGER CAPS
TENOX TABS 5MG 30'S,Pzifer,Exact Match,TENOX TABS 5MG 30'S
TENOX TABS 10MG 30'S,Pzifer,Exact Match,TENOX TABS 10MG 30'S
TEARS NATURAL EYE DROPS,Pzifer,Exact Match,TEARS NATURAL EYE DROPS
TAABEA CAPS,Pzifer,Exact Match,TAABEA CAPS
SYSTANE EYE DROP 10ML,Pzifer,Exact Match,SYSTANE EYE DROP 10ML
SURFAZ CREAM 15G,Pzifer,Exact Match,SURFAZ CREAM 15G
SUPIROCIN OINT 15G,Pzifer,Exact Match,SUPIROCIN OINT 15G
SUPAVITA CAPS,Pzifer,Exact Match,SUPAVITA CAPS
SUMATRIPTAN 50MG TABS 6'S,UK warehouse ,Exact Match,SUMATRIPTAN 50MG TABS 6'S
SUCRAFIL O GEL 100ML,Warehouse 4,Exact Match,SUCRAFIL O GEL 100ML
STOPKOF COLD & CATARRH SYR 100ML,Warehouse 4,Exact Match,STOPKOF COLD & CATARRH SYR 100ML
STOPKOF CHILDREN SYRUP,Warehouse 4,Exact Match,STOPKOF CHILDREN SYRUP
SPIRONOLACTONE TABS 100MG 28'S,UK warehouse ,Exact Match,SPIRONOLACTONE TABS 100MG 28'S
SOLAK MIXTURE,Warehouse 4,Exact Match,SOLAK MIXTURE
SIMVASTATIN TABS 20MG 28'S,UK warehouse ,Exact Match,SIMVASTATIN TABS 20MG 28'S
SIMVASTATIN TABS 10MG 28'S,UK warehouse ,Exact Match,SIMVASTATIN TABS 10MG 28'S
SILVER BIRD,Warehouse 4,Exact Match,SILVER BIRD
SERTRALINE TAB 100MG 28'S,UK warehouse ,Exact Match,SERTRALINE TAB 100MG 28'S
SEPTILIN SYRUP 100ML,Warehouse 4,Exact Match,SEPTILIN SYRUP 100ML
SENSODYNE T/P HERBAL 100G,UK warehouse ,Exact Match,SENSODYNE T/P HERBAL 100G
SELEVITE TABS 30'S,Pzifer,Exact Match,SELEVITE TABS 30'S
SEDALYN COUGH ADULT SYR 125ML,Warehouse 4,Exact Match,SEDALYN COUGH ADULT SYR 125ML
SEBAMED BABY GENTLE WASH 1000ML,Warehouse 4,Exact Match,SEBAMED BABY GENTLE WASH 1000ML
SEBAMED BABY DIAPER RASH CREAM 100ML,Warehouse 4,Exact Match,SEBAMED BABY DIAPER RASH CREAM 100ML
SAVLON CREAM 30G,UK warehouse ,Exact Match,SAVLON CREAM 30G
S/SEAS JOINTCARE SUPPLEX 30'S,UK warehouse ,Exact Match,S/SEAS JOINTCARE SUPPLEX 30'S
ROOTER TYTONIC 750ML,Warehouse 4,Exact Match,ROOTER TYTONIC 750ML
RHIZIN SYRUP 30ML,Warehouse 4,Exact Match,RHIZIN SYRUP 30ML
PROSTAT 60 CAPS 30'S,Pzifer,Exact Match,PROSTAT 60 CAPS 30'S
PROSTACURE TEA,Warehouse 4,Exact Match,PROSTACURE TEA
PROSLUV CAPS,Pzifer,Exact Match,PROSLUV CAPS
PREGASAFE CAPS 75MG,Pzifer,Exact Match,PREGASAFE CAPS 75MG
POSTINOR TABS 2'S,Pzifer,Exact Match,POSTINOR TABS 2'S
POLYFER FORTE SYRUP 200ML,Warehouse 4,Exact Match,POLYFER FORTE SYRUP 200ML
POLYFER FORTE SYRUP 150ML,Warehouse 4,Exact Match,POLYFER FORTE SYRUP 150ML
PMF BP 200G,Pzifer,Exact Match,PMF BP 200G
PILEX TABS,Pzifer,Exact Match,PILEX TABS
PILEX OINTMENT 30G,Pzifer,Exact Match,PILEX OINTMENT 30G
PERMOXYL SUSP,Warehouse 2 Syrup&Tab,Exact Match,PERMOXYL SUSP
PENICILLIN OINT,Pzifer,Exact Match,PENICILLIN OINT
PATANOL EYE DROP,Pzifer,Exact Match,PATANOL EYE DROP
PARACETAMOL SYR. (PHYTO R.),Warehouse 4,Exact Match,PARACETAMOL SYR. (PHYTO R.)
PARACETAMOL SYR. (AYRTON),Warehouse 4,Exact Match,PARACETAMOL SYR. (AYRTON)
PARACETAMOL CAPLET 16'S (AYRTONS),Warehouse 2 Syrup&Tab,Exact Match,PARACETAMOL CAPLET 16'S (AYRTONS)
PANADOL MIGRAINE TABS 24'S,UK warehouse ,Exact Match,PANADOL MIGRAINE TABS 24'S
PANADOL EXTRA TABS 24'S,UK warehouse ,Exact Match,PANADOL EXTRA TABS 24'S
PANADOL EXTRA TAB 72'S,UK warehouse ,Exact Match,PANADOL EXTRA TAB 72'S
OXYPOL EYE OINT,Pzifer,Exact Match,OXYPOL EYE OINT
OPTREX ITCHY EYE DROPS,UK warehouse ,Exact Match,OPTREX ITCHY EYE DROPS
OPTREX EYE WASH 100ML,UK warehouse ,Exact Match,OPTREX EYE WASH 100ML
NUCLEO CMP FORTE CAPS 30'S,Pzifer,Exact Match,NUCLEO CMP FORTE CAPS 30'S
NOVAGYL SUSP. 100ML,Warehouse 4,Exact Match,NOVAGYL SUSP. 100ML
NOSTAMINE E/N DROPS,Pzifer,Exact Match,NOSTAMINE E/N DROPS
NORMOTEARS EYE DROPS,Pzifer,Exact Match,NORMOTEARS EYE DROPS
NIZORAL CREAM 15G,Pzifer,Exact Match,NIZORAL CREAM 15G
NIFEDI-DENK TABS 10MG RTD 100'S,Pzifer,Exact Match,NIFEDI-DENK TABS 10MG RTD 100'S
NEUROZAN CAPS 30'S,Pzifer,Exact Match,NEUROZAN CAPS 30'S
NESTRIM SYR 100ML,Warehouse 4,Exact Match,NESTRIM SYR 100ML
NERVE & BONE LINIMENT (BELL'S),Warehouse 4,Exact Match,NERVE & BONE LINIMENT (BELL'S)
NEOVITA CAPS 30'S,Pzifer,Exact Match,NEOVITA CAPS 30'S
NEO- CORT EEN DROPS 10ML,Pzifer,Exact Match,NEO- CORT EEN DROPS 10ML
NEO HYCOLEX E/N/E DROPS 5ML,Pzifer,Exact Match,NEO HYCOLEX E/N/E DROPS 5ML
NEO HYCOLEX E/N/E DROPS 10ML,Pzifer,Exact Match,NEO HYCOLEX E/N/E DROPS 10ML
NAKLOFEN DUO CAPS 75MG 20'S,Pzifer,Exact Match,NAKLOFEN DUO CAPS 75MG 20'S
MYCOSTAT 150MG CAPS (FLUCONAZOLE),Warehouse 2 Syrup&Tab,Exact Match,MYCOSTAT 150MG CAPS (FLUCONAZOLE)
MYCOPHENOLATE TAB 500MG 50'S,UK warehouse ,Exact Match,MYCOPHENOLATE TAB 500MG 50'S
MYCOLEX-3 CREAM 30G,Pzifer,Exact Match,MYCOLEX-3 CREAM 30G
MYCOLEX POWDER 50G,Pzifer,Exact Match,MYCOLEX POWDER 50G
MYCOCORT CREAM 20G,Pzifer,Exact Match,MYCOCORT CREAM 20G
MOSEGOR SYRUP,Warehouse 4,Exact Match,MOSEGOR SYRUP
MIST SENNA CO,Mixtures,Exact Match,MIST SENNA CO
MIST F.A.C.,Mixtures,Exact Match,MIST F.A.C.
METRONIDAZOLE TAB 400MG (ESKAGYL),Warehouse 2 Syrup&Tab,Exact Match,METRONIDAZOLE TAB 400MG (ESKAGYL)
METRONIDAZOLE SUSP 100ML (M & G),Warehouse 4,Exact Match,METRONIDAZOLE SUSP 100ML (M & G)
METRONIDAZOLE SUSP 100ML (LETAP),Warehouse 4,Exact Match,METRONIDAZOLE SUSP 100ML (LETAP)
METROLEX F SUSP,Warehouse 4,Exact Match,METROLEX F SUSP
METRO Z SUSP 100ML,Warehouse 4,Exact Match,METRO Z SUSP 100ML
METHYLATED SPIRIT 60ML,Warehouse 4,Exact Match,METHYLATED SPIRIT 60ML
METHYLATED SPIRIT 200ML,Warehouse 4,Exact Match,METHYLATED SPIRIT 200ML
METHYLATED SPIRIT 100ML,Warehouse 4,Exact Match,METHYLATED SPIRIT 100ML
METFORMIN DENK TAB 500MG 100'S,Pzifer,Exact Match,METFORMIN DENK TAB 500MG 100'S
MENTHOX JNR COUGH SYRUP,Warehouse 4,Exact Match,MENTHOX JNR COUGH SYRUP
MENTHOX COUGH ADULT 125ML,Warehouse 4,Exact Match,MENTHOX COUGH ADULT 125ML
MENTAT SYR 100ML,Warehouse 4,Exact Match,MENTAT SYR 100ML
MAXITROL EYE DROPS 5ML,Pzifer,Exact Match,MAXITROL EYE DROPS 5ML
MAXIDEX EYE DROP 5ML,Pzifer,Exact Match,MAXIDEX EYE DROP 5ML
MASADA MIXTURE,Warehouse 4,Exact Match,MASADA MIXTURE
MARK II INHALER 6'S,Pzifer,Exact Match,MARK II INHALER 6'S
MALAR-2 SUSPENSION 60ML,Warehouse 4,Exact Match,MALAR-2 SUSPENSION 60ML
MAJOR EPHEDRINE NASAL DROPS,Pzifer,Exact Match,MAJOR EPHEDRINE NASAL DROPS
MADAM CATHERINE,Warehouse 4,Exact Match,MADAM CATHERINE
MAALOX PLUS SUSP 250ML,Warehouse 4,Exact Match,MAALOX PLUS SUSP 250ML
LYNUX OINTMENT,Pzifer,Exact Match,LYNUX OINTMENT
LUEX NIGHT TIME COUGH SYR,Warehouse 4,Exact Match,LUEX NIGHT TIME COUGH SYR
LUEX CHILDREN'S CHESTY COUGH SYR,Warehouse 4,Exact Match,LUEX CHILDREN'S CHESTY COUGH SYR
LUEX ADULT DRY COUGH SYR,Warehouse 2 Syrup&Tab,Exact Match,LUEX ADULT DRY COUGH SYR
LOPERAMIDE CAPS 2MG (URODIUM),Tena Warehouse ,Exact Match,LOPERAMIDE CAPS 2MG (URODIUM)
LONART SUSP. 60ML,Warehouse 2 Syrup&Tab,Exact Match,LONART SUSP. 60ML
LONART DS TABS 6'S,Warehouse 2 Syrup&Tab,Exact Match,LONART DS TABS 6'S
LOFNAC TABS 100MG 20X10'S,Warehouse 2 Syrup&Tab,Exact Match,LOFNAC TABS 100MG 20X10'S
LIVING BITTERS MIXT. (QUARTER) 200ML,Warehouse 4,Exact Match,LIVING BITTERS MIXT. (QUARTER) 200ML
LIVING BITTERS CAPS 30'S,Warehouse 2 Syrup&Tab,Exact Match,LIVING BITTERS CAPS 30'S
LIV 52 TABS 100'S,Pzifer,Exact Match,LIV 52 TABS 100'S
LIV 52 SYRUP 100ML,Warehouse 2 Syrup&Tab,Exact Match,LIV 52 SYRUP 100ML
LEXSPORIN SKIN OINTMENT,Pzifer,Exact Match,LEXSPORIN SKIN OINTMENT
LEENA SYRUP,Warehouse 4,Exact Match,LEENA SYRUP
LAV FEMININE WASH 10ML,Pzifer,Exact Match,LAV FEMININE WASH 10ML
LACTULOSE SOLUTION 300ML,UK warehouse ,Exact Match,LACTULOSE SOLUTION 300ML
LABETALOL TABS 200MG 56'S,UK warehouse ,Exact Match,LABETALOL TABS 200MG 56'S
KOFOF CHESTY FAMILY SYR,Warehouse 4,Exact Match,KOFOF CHESTY FAMILY SYR
KOFOF ADULT DRY COUGH SYR,Warehouse 4,Exact Match,KOFOF ADULT DRY COUGH SYR
KOFLET COUGH SYR 100ML,Warehouse 4,Exact Match,KOFLET COUGH SYR 100ML
KLIRE ANTACID SUSP 200ML,Warehouse 4,Exact Match,KLIRE ANTACID SUSP 200ML
KIN TABS 90'S,Pzifer,Exact Match,KIN TABS 90'S
KIDIVITE SYR 200ML,Warehouse 4,Exact Match,KIDIVITE SYR 200ML
KIDIMIN SYRUP,Warehouse 4,Exact Match,KIDIMIN SYRUP
KETAZOL SHAMPOO 100ML,Pzifer,Exact Match,KETAZOL SHAMPOO 100ML
KETAZOL CREAM 30G,Pzifer,Exact Match,KETAZOL CREAM 30G
KALAMINA LOTION 200ML,Warehouse 4,Exact Match,KALAMINA LOTION 200ML
K-Y JELLY 82G,UK warehouse ,Exact Match,K-Y JELLY 82G
JOY OINTMENT,Pzifer,Exact Match,JOY OINTMENT
ISOSORBIDE DINITRATE TABS 20MG 56'S,UK warehouse ,Exact Match,ISOSORBIDE DINITRATE TABS 20MG 56'S
INFACOL ORAL DROPS,UK warehouse ,Exact Match,INFACOL ORAL DROPS
INFA-V PESSERIES 8'S,Pzifer,Exact Match,INFA-V PESSERIES 8'S
INFA V WASH 100ML,Warehouse 4,Exact Match,INFA V WASH 100ML
IMPRESSER OIL,Pzifer,Exact Match,IMPRESSER OIL
IMPRESSER CAPS 30'S,Pzifer,Exact Match,IMPRESSER CAPS 30'S
IMBOOST HERBAL MIXTURE,Warehouse 4,Exact Match,IMBOOST HERBAL MIXTURE
IMAX HERBAL DELAY SPRAY,Pzifer,Exact Match,IMAX HERBAL DELAY SPRAY
IBUCAP CAPS 20'S,Warehouse 2 Syrup&Tab,Exact Match,IBUCAP CAPS 20'S
HYPONIDD TABS 20'S,Warehouse 2 Syrup&Tab,Exact Match,HYPONIDD TABS 20'S
HUICHUN CAPS,Pzifer,Exact Match,HUICHUN CAPS
HISTERGAN CREAM 25G,Pzifer,Exact Match,HISTERGAN CREAM 25G
HISTAZINE (CETIRIZINE) TAB 10MG 100'S,Warehouse 2 Syrup&Tab,Exact Match,HISTAZINE (CETIRIZINE) TAB 10MG 100'S
HILADY VIRGIN HERBAL WASH,Pzifer,Exact Match,HILADY VIRGIN HERBAL WASH
HEPARIN INJ 25000IU/5ML,UK warehouse ,Exact Match,HEPARIN INJ 25000IU/5ML
HAEMOGLOBIN SYRUP (M&G),Warehouse 4,Exact Match,HAEMOGLOBIN SYRUP (M&G)
HAEMOGLOBIN SYRUP (AYRTON),Warehouse 2 Syrup&Tab,Exact Match,HAEMOGLOBIN SYRUP (AYRTON)
HAEM UP LIQUID BOTTLE 200ML,Warehouse 4,Exact Match,HAEM UP LIQUID BOTTLE 200ML
GUDAPET SYRUP 200ML,Warehouse 4,Exact Match,GUDAPET SYRUP 200ML
GRISON SUSP 100ML(GRISEOFULVIN),Warehouse 4,Exact Match,GRISON SUSP 100ML(GRISEOFULVIN)
GO COUGH SYR 125ML,Warehouse 4,Exact Match,GO COUGH SYR 125ML
GLYCERYL TRINITRATE SPRAY,UK warehouse ,Exact Match,GLYCERYL TRINITRATE SPRAY
GLYCERINE 90ML (ROBERTS),Warehouse 4,Exact Match,GLYCERINE 90ML (ROBERTS)
GLYCERINE 30ML (ROBERTS),Warehouse 4,Exact Match,GLYCERINE 30ML (ROBERTS)
GLUCO NAF C 400G,Warehouse 2 Syrup&Tab,Exact Match,GLUCO NAF C 400G
GLO POWER SYR 200ML,Warehouse 4,Exact Match,GLO POWER SYR 200ML
